"","Location","Occupation","Year","Injuries","OccAbbrev"
"9760","  Hurunui district","Plant and machine operators and assemblers","2016",87,"Pla"
"9761","  Waimakariri district","Plant and machine operators and assemblers","2016",291,"Pla"
"9762","  Christchurch city","Plant and machine operators and assemblers","2016",3324,"Pla"
"9763","  Selwyn district","Plant and machine operators and assemblers","2016",216,"Pla"
"9764","  Ashburton district","Plant and machine operators and assemblers","2016",531,"Pla"
"9765","  Timaru district","Plant and machine operators and assemblers","2016",513,"Pla"
"9766","  Mackenzie district","Plant and machine operators and assemblers","2016",42,"Pla"
"9767","  Waimate district","Plant and machine operators and assemblers","2016",42,"Pla"
"9768","  Chatham Islands territory","Plant and machine operators and assemblers","2016",18,"Pla"
"9769","  Waitaki district","Plant and machine operators and assemblers","2016",231,"Pla"
"9770","  Central Otago district","Plant and machine operators and assemblers","2016",255,"Pla"
"9771","  Queenstown-Lakes district","Plant and machine operators and assemblers","2016",291,"Pla"
"9772","  Dunedin city","Plant and machine operators and assemblers","2016",660,"Pla"
"9773","  Clutha district","Plant and machine operators and assemblers","2016",249,"Pla"
"9774","  Southland district","Plant and machine operators and assemblers","2016",450,"Pla"
"9775","  Gore district","Plant and machine operators and assemblers","2016",126,"Pla"
"9776","  Invercargill city","Plant and machine operators and assemblers","2016",414,"Pla"
"9777","  Overseas","Plant and machine operators and assemblers","2016",NA,"Pla"
"9778","  In the air - NZ","Plant and machine operators and assemblers","2016",NA,"Pla"
"9779","  In NZ waters","Plant and machine operators and assemblers","2016",12,"Pla"
"9780","  At sea, not in NZ waters","Plant and machine operators and assemblers","2016",NA,"Pla"
"9781","  In the air - overseas","Plant and machine operators and assemblers","2016",NA,"Pla"
"9782","  Not specified","Plant and machine operators and assemblers","2016",102,"Pla"
"9783","  Far North district","Elementary occupations","2016",303,"Ele"
"9784","  Whangarei district","Elementary occupations","2016",450,"Ele"
"9785","  Kaipara district","Elementary occupations","2016",72,"Ele"
"9786","  Auckland city","Elementary occupations","2016",8805,"Ele"
"9787","  Thames-Coromandel district","Elementary occupations","2016",159,"Ele"
"9788","  Hauraki district","Elementary occupations","2016",48,"Ele"
"9789","  Waikato district","Elementary occupations","2016",204,"Ele"
"9790","  Matamata-Piako district","Elementary occupations","2016",126,"Ele"
"9791","  Hamilton city","Elementary occupations","2016",846,"Ele"
"9792","  Waipa district","Elementary occupations","2016",126,"Ele"
"9793","  Otorohanga district","Elementary occupations","2016",27,"Ele"
"9794","  South Waikato district","Elementary occupations","2016",117,"Ele"
"9795","  Waitomo district","Elementary occupations","2016",48,"Ele"
"9796","  Taupo district","Elementary occupations","2016",174,"Ele"
"9797","  Western Bay of Plenty district","Elementary occupations","2016",183,"Ele"
"9798","  Tauranga city","Elementary occupations","2016",861,"Ele"
"9799","  Rotorua district","Elementary occupations","2016",321,"Ele"
"9800","  Whakatane district","Elementary occupations","2016",114,"Ele"
"9801","  Kawerau district","Elementary occupations","2016",42,"Ele"
"9802","  Opotiki district","Elementary occupations","2016",45,"Ele"
"9803","  Gisborne district","Elementary occupations","2016",255,"Ele"
"9804","  Wairoa district","Elementary occupations","2016",57,"Ele"
"9805","  Hastings district","Elementary occupations","2016",597,"Ele"
"9806","  Napier city","Elementary occupations","2016",504,"Ele"
"9807","  Central Hawke's Bay district","Elementary occupations","2016",69,"Ele"
"9808","  New Plymouth district","Elementary occupations","2016",414,"Ele"
"9809","  Stratford district","Elementary occupations","2016",36,"Ele"
"9810","  South Taranaki district","Elementary occupations","2016",150,"Ele"
"9811","  Ruapehu district","Elementary occupations","2016",60,"Ele"
"9812","  Whanganui district","Elementary occupations","2016",315,"Ele"
"9813","  Rangitikei district","Elementary occupations","2016",207,"Ele"
"9814","  Manawatu district","Elementary occupations","2016",117,"Ele"
"9815","  Palmerston North city","Elementary occupations","2016",432,"Ele"
"9816","  Tararua district","Elementary occupations","2016",45,"Ele"
"9817","  Horowhenua district","Elementary occupations","2016",105,"Ele"
"9818","  Kapiti Coast district","Elementary occupations","2016",141,"Ele"
"9819","  Porirua city","Elementary occupations","2016",210,"Ele"
"9820","  Upper Hutt city","Elementary occupations","2016",108,"Ele"
"9821","  Lower Hutt city","Elementary occupations","2016",372,"Ele"
"9822","  Wellington city","Elementary occupations","2016",756,"Ele"
"9823","  Masterton district","Elementary occupations","2016",144,"Ele"
"9824","  Carterton district","Elementary occupations","2016",39,"Ele"
"9825","  South Wairarapa district","Elementary occupations","2016",24,"Ele"
"9826","  Tasman district","Elementary occupations","2016",210,"Ele"
"9827","  Nelson city","Elementary occupations","2016",417,"Ele"
"9828","  Marlborough district","Elementary occupations","2016",333,"Ele"
"9829","  Kaikoura district","Elementary occupations","2016",30,"Ele"
"9830","  Buller district","Elementary occupations","2016",30,"Ele"
"9831","  Grey district","Elementary occupations","2016",99,"Ele"
"9832","  Westland district","Elementary occupations","2016",54,"Ele"
"9833","  Hurunui district","Elementary occupations","2016",33,"Ele"
"9834","  Waimakariri district","Elementary occupations","2016",156,"Ele"
"9835","  Christchurch city","Elementary occupations","2016",2535,"Ele"
"9836","  Selwyn district","Elementary occupations","2016",123,"Ele"
"9837","  Ashburton district","Elementary occupations","2016",285,"Ele"
"9838","  Timaru district","Elementary occupations","2016",345,"Ele"
"9839","  Mackenzie district","Elementary occupations","2016",30,"Ele"
"9840","  Waimate district","Elementary occupations","2016",21,"Ele"
"9841","  Chatham Islands territory","Elementary occupations","2016",18,"Ele"
"9842","  Waitaki district","Elementary occupations","2016",114,"Ele"
"9843","  Central Otago district","Elementary occupations","2016",150,"Ele"
"9844","  Queenstown-Lakes district","Elementary occupations","2016",243,"Ele"
"9845","  Dunedin city","Elementary occupations","2016",534,"Ele"
"9846","  Clutha district","Elementary occupations","2016",69,"Ele"
"9847","  Southland district","Elementary occupations","2016",111,"Ele"
"9848","  Gore district","Elementary occupations","2016",51,"Ele"
"9849","  Invercargill city","Elementary occupations","2016",282,"Ele"
"9850","  Overseas","Elementary occupations","2016",NA,"Ele"
"9851","  In the air - NZ","Elementary occupations","2016",NA,"Ele"
"9852","  In NZ waters","Elementary occupations","2016",12,"Ele"
"9853","  At sea, not in NZ waters","Elementary occupations","2016",NA,"Ele"
"9854","  In the air - overseas","Elementary occupations","2016",NA,"Ele"
"9855","  Not specified","Elementary occupations","2016",90,"Ele"
"9856","  Far North district","Legislators administrators and managers","2017",168,"Leg"
"9857","  Whangarei district","Legislators administrators and managers","2017",228,"Leg"
"9858","  Kaipara district","Legislators administrators and managers","2017",39,"Leg"
"9859","  Auckland city","Legislators administrators and managers","2017",5454,"Leg"
"9860","  Thames-Coromandel district","Legislators administrators and managers","2017",105,"Leg"
"9861","  Hauraki district","Legislators administrators and managers","2017",27,"Leg"
"9862","  Waikato district","Legislators administrators and managers","2017",177,"Leg"
"9863","  Matamata-Piako district","Legislators administrators and managers","2017",57,"Leg"
"9864","  Hamilton city","Legislators administrators and managers","2017",486,"Leg"
"9865","  Waipa district","Legislators administrators and managers","2017",102,"Leg"
"9866","  Otorohanga district","Legislators administrators and managers","2017",12,"Leg"
"9867","  South Waikato district","Legislators administrators and managers","2017",45,"Leg"
"9868","  Waitomo district","Legislators administrators and managers","2017",21,"Leg"
"9869","  Taupo district","Legislators administrators and managers","2017",126,"Leg"
"9870","  Western Bay of Plenty district","Legislators administrators and managers","2017",78,"Leg"
"9871","  Tauranga city","Legislators administrators and managers","2017",492,"Leg"
"9872","  Rotorua district","Legislators administrators and managers","2017",222,"Leg"
"9873","  Whakatane district","Legislators administrators and managers","2017",75,"Leg"
"9874","  Kawerau district","Legislators administrators and managers","2017",12,"Leg"
"9875","  Opotiki district","Legislators administrators and managers","2017",15,"Leg"
"9876","  Gisborne district","Legislators administrators and managers","2017",147,"Leg"
"9877","  Wairoa district","Legislators administrators and managers","2017",12,"Leg"
"9878","  Hastings district","Legislators administrators and managers","2017",243,"Leg"
"9879","  Napier city","Legislators administrators and managers","2017",207,"Leg"
"9880","  Central Hawke's Bay district","Legislators administrators and managers","2017",24,"Leg"
"9881","  New Plymouth district","Legislators administrators and managers","2017",240,"Leg"
"9882","  Stratford district","Legislators administrators and managers","2017",15,"Leg"
"9883","  South Taranaki district","Legislators administrators and managers","2017",42,"Leg"
"9884","  Ruapehu district","Legislators administrators and managers","2017",30,"Leg"
"9885","  Whanganui district","Legislators administrators and managers","2017",93,"Leg"
"9886","  Rangitikei district","Legislators administrators and managers","2017",27,"Leg"
"9887","  Manawatu district","Legislators administrators and managers","2017",51,"Leg"
"9888","  Palmerston North city","Legislators administrators and managers","2017",186,"Leg"
"9889","  Tararua district","Legislators administrators and managers","2017",15,"Leg"
"9890","  Horowhenua district","Legislators administrators and managers","2017",45,"Leg"
"9891","  Kapiti Coast district","Legislators administrators and managers","2017",90,"Leg"
"9892","  Porirua city","Legislators administrators and managers","2017",105,"Leg"
"9893","  Upper Hutt city","Legislators administrators and managers","2017",72,"Leg"
"9894","  Lower Hutt city","Legislators administrators and managers","2017",237,"Leg"
"9895","  Wellington city","Legislators administrators and managers","2017",600,"Leg"
"9896","  Masterton district","Legislators administrators and managers","2017",72,"Leg"
"9897","  Carterton district","Legislators administrators and managers","2017",12,"Leg"
"9898","  South Wairarapa district","Legislators administrators and managers","2017",27,"Leg"
"9899","  Tasman district","Legislators administrators and managers","2017",117,"Leg"
"9900","  Nelson city","Legislators administrators and managers","2017",192,"Leg"
"9901","  Marlborough district","Legislators administrators and managers","2017",153,"Leg"
"9902","  Kaikoura district","Legislators administrators and managers","2017",30,"Leg"
"9903","  Buller district","Legislators administrators and managers","2017",30,"Leg"
"9904","  Grey district","Legislators administrators and managers","2017",45,"Leg"
"9905","  Westland district","Legislators administrators and managers","2017",27,"Leg"
"9906","  Hurunui district","Legislators administrators and managers","2017",33,"Leg"
"9907","  Waimakariri district","Legislators administrators and managers","2017",72,"Leg"
"9908","  Christchurch city","Legislators administrators and managers","2017",1317,"Leg"
"9909","  Selwyn district","Legislators administrators and managers","2017",81,"Leg"
"9910","  Ashburton district","Legislators administrators and managers","2017",69,"Leg"
"9911","  Timaru district","Legislators administrators and managers","2017",123,"Leg"
"9912","  Mackenzie district","Legislators administrators and managers","2017",33,"Leg"
"9913","  Waimate district","Legislators administrators and managers","2017",9,"Leg"
"9914","  Chatham Islands territory","Legislators administrators and managers","2017",6,"Leg"
"9915","  Waitaki district","Legislators administrators and managers","2017",48,"Leg"
"9916","  Central Otago district","Legislators administrators and managers","2017",159,"Leg"
"9917","  Queenstown-Lakes district","Legislators administrators and managers","2017",231,"Leg"
"9918","  Dunedin city","Legislators administrators and managers","2017",321,"Leg"
"9919","  Clutha district","Legislators administrators and managers","2017",42,"Leg"
"9920","  Southland district","Legislators administrators and managers","2017",72,"Leg"
"9921","  Gore district","Legislators administrators and managers","2017",36,"Leg"
"9922","  Invercargill city","Legislators administrators and managers","2017",111,"Leg"
